State,CITY,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
NY,Rochester,0,0,1725,27358,68183,101344,132930,159053,173444,207617,327168,774993,1312318,1413860,1689873,1810915,2064508,2067791,2153019,2227468,2307192,2577503,2755318,3261720,4137176,4142426,4652151,4643701,5094944,5071702,5320886,5416548,5326070,5610436,5514080,5769537,5862043,5370141,5431320
NY,Rushville,0,0,6,165,276,359,508,717,1020,2737,6839,12789,21216,23470,27634,29434,32075,32199,33600,34407,37238,45986,52899,67852,89060,92972,105662,106688,116212,115724,121180,123190,121061,128117,126078,131776,133086,121051,122206
NY,Saratoga Springs,0,0,886,6852,13049,15593,19379,24387,28854,37411,52722,116941,265207,316866,391327,426769,467862,461026,480550,510106,542728,618116,678811,852923,1188165,1243055,1411465,1406048,1559930,1575307,1664817,1709174,1692934,1794125,1765975,1847909,1878347,1720922,1737530
NY,Schenectady,0,0,712,7623,18830,22177,27988,34899,40637,46229,58322,126791,252475,290835,350133,369245,402237,395908,410962,430169,450998,509925,547448,645194,858874,892845,1009369,1001371,1105868,1120778,1183137,1214114,1202287,1272850,1253474,1310462,1331767,1222291,1234544
NY,Sharon Springs,0,0,35,584,1460,1642,1947,2134,2368,3041,4505,11400,25820,31267,40603,45659,51400,50796,53144,56028,60712,70153,75357,95981,127196,135018,153143,152308,166743,166447,175795,180926,179657,191166,188872,197791,201432,184282,186117
NY,Springfield,0,0,79,1952,6343,7533,8398,9240,9537,13465,17802,29355,59601,70437,86701,93188,103789,102092,106297,110336,116202,133760,140929,168987,227320,233153,263731,261847,283296,282953,298352,305124,300515,317062,311513,326571,333745,308252,311846
NY,Syracuse,0,0,1085,14147,47168,76393,99060,113879,124280,154219,239646,497663,820365,878170,1032257,1072011,1179145,1167434,1215518,1264682,1345418,1578526,1693959,1999319,2785317,2948065,3383402,3472546,3785533,3739296,3922779,4007573,3961972,4202308,4123429,4298404,4355638,3989874,4027948
NY,Tiffin,0,0,2,561,1563,1906,2381,2870,3116,3908,6470,16514,35469,41905,52926,55836,61320,60275,62589,64959,71610,83672,89537,112509,147515,157798,180351,182519,198750,196730,206418,210403,208019,221558,219226,229420,233885,214578,217565
NY,Troy,0,0,374,4395,12996,15544,19564,24481,26498,31531,41164,89409,198243,239172,294721,316459,343750,336799,350417,368013,390925,450493,489005,593916,808960,848924,962786,957612,1057521,1069954,1131258,1162708,1149385,1219181,1200957,1256252,1274652,1168524,1180637
NY,Utica,0,0,192,7053,23074,39101,58259,67955,70599,80340,110501,262589,493473,535328,628247,640296,689008,678121,704475,723686,757621,871711,935804,1116932,1413320,1439182,1629435,1641317,1815187,1804586,1888836,1924834,1906070,2022932,1989132,2074718,2108541,1934156,1950928
NY,Waverly,0,0,35,989,3414,4132,5098,6148,6664,13314,28123,43728,65929,74547,91706,100866,114547,114783,119426,123200,129525,153755,176553,217693,278465,289050,328097,329079,364764,363460,380390,388215,384939,409050,404210,424093,429954,392945,397724
NY,Yonkers,0,0,67777,627296,987447,1028483,1098086,1130098,1128619,1220719,1346247,1874266,2559079,2835983,3523942,3739998,3991734,3889544,4042354,4161088,4189936,4438540,4380509,4900704,6935801,6857849,7694642,7626740,8265264,8353846,8929882,9210461,9083811,9566435,9429500,9967119,10226634,9372167,9431262
OH,Akron,0,0,713,9810,31746,50692,78284,118620,148884,196016,324941,697798,1014759,1079457,1290011,1351773,1472822,1450849,1509701,1559287,1646325,1876593,1990465,2430700,3210453,3109568,3467165,3375244,3577125,3587540,3806036,3940182,3926591,4124658,4054539,4269292,4344915,3971280,4017189
OH,Amelia,0,0,69,1546,4616,7796,17591,32255,46226,69512,135492,294255,458761,495760,581136,581732,615636,603101,628637,662961,740894,858791,887148,1026732,1312978,1409160,1584310,1540769,1614847,1608346,1718347,1788872,1799611,1892031,1858079,1955430,1988346,1818090,1836407
OH,Ashland,0,0,19,138,461,990,2708,4757,6213,11461,24359,63836,100401,103227,121177,123467,132172,130624,136347,145976,169343,208576,223891,263366,326268,330099,369647,359196,375777,371161,392137,409501,412161,435379,427021,448618,455625,414772,418031
OH,Ashtabula,0,0,45,1616,7140,11655,14517,17953,19099,22255,48357,102013,134255,150518,188380,193849,213746,214265,224540,230172,242541,290771,336217,431043,543209,541439,610141,596204,636434,637251,672545,695151,698932,739100,732317,773042,785133,716788,726180
OH,Athens,0,0,13,90,301,705,6299,11327,16505,33822,49869,82704,111041,122873,146444,150090,161215,157103,162966,168223,198708,236282,242778,268302,348342,391330,446587,436659,460662,462421,501614,526778,542852,576213,564933,591837,602033,553389,560229
OH,Atlanta,0,0,10,337,1015,1545,2662,4999,6728,14404,29985,67160,98801,102803,119985,122069,131947,129540,134659,141594,153433,182186,198150,234964,281686,285212,319227,309777,323999,320374,337605,347756,348027,365374,358020,375623,381310,348289,354027
OH,Bainbridge,0,0,115,2555,6754,10186,13989,17736,20605,25449,47049,103383,147805,162162,192179,195075,208718,205121,214203,223650,238755,271591,297216,366677,461496,442846,494475,481847,509985,507766,537371,555903,555169,585239,576290,608647,621548,569532,575831
OH,Boardman,0,0,0,496,2871,3293,4084,5949,7368,10159,21176,45255,67448,70443,81984,82493,88938,87443,91052,95957,109128,138472,146403,169309,210405,213605,239458,232748,243458,240410,254648,264757,263348,276338,270811,284250,288006,262079,263401
OH,Bowling Green,0,0,123,2580,8119,16032,35108,60324,83253,120398,202362,396501,573985,604822,709678,714268,755461,737257,768036,800988,874381,998407,1028718,1172105,1498679,1585324,1780497,1732424,1816918,1809288,1936363,2011843,2008058,2108115,2066609,2172515,2210795,2018394,2034961
OH,Bridgeport,0,0,74,2541,6279,11384,25308,45956,58575,78599,130937,253028,369591,393629,460108,468876,504901,496691,517382,539374,592138,682840,702479,803245,1018832,1058586,1187718,1156240,1212364,1201263,1275868,1323452,1318569,1382167,1354365,1425129,1445997,1319314,1329308
OH,Brunswick,0,0,332,3593,7250,12215,19886,31088,41305,54520,105154,233306,338504,359825,429847,443927,476296,467811,488129,513281,573506,669005,716187,872960,1132843,1107615,1236565,1202233,1268597,1267315,1347674,1391421,1386177,1457480,1436270,1515797,1544922,1410659,1427518
OH,Buffalo,0,0,32,751,3388,6160,10479,19951,26067,34156,53499,118358,178860,186687,219015,226003,246171,241518,250937,262697,283223,328741,355582,417383,542143,537415,600164,583740,612917,610834,650758,677883,677012,713563,703238,743723,761186,694566,700804
OH,Cambridge,0,0,0,251,777,1349,2629,3757,4571,8391,20509,49382,73702,77804,90895,91828,98528,97277,101802,108227,132162,174488,195466,227748,276837,286964,323021,314098,327967,324998,347730,366850,375190,397961,390761,409227,415843,379387,382685
OH,Canton,0,0,263,5890,17455,26619,40767,61872,79259,111217,206640,505549,749879,793278,929474,940041,1010843,998604,1042420,1083648,1197774,1411925,1497471,1775695,2243577,2212248,2466099,2395437,2509458,2492416,2635751,2719957,2715310,2853304,2802326,2940730,2980660,2721924,2747881
OH,Champaign,0,0,16,219,662,1028,1961,6126,8429,11672,22272,47863,72556,77136,92407,95624,103917,103172,107608,112718,127699,154606,163848,190254,230901,240146,269427,261798,273478,269349,286262,298507,297280,312750,308093,323838,328772,299716,302391
OH,Chillicothe,0,0,3,639,1728,2477,5905,16867,24897,38795,62807,110977,160890,166520,194494,200214,212991,208099,216641,227567,268830,321172,332286,381817,487643,527248,594271,577664,602277,595264,639871,676386,684101,719886,706606,744570,760465,695261,701227
OH,Cincinnati,0,0,644,19437,62296,105792,226187,313060,371647,487032,756490,1355288,1868402,1982533,2320594,2338970,2490400,2438394,2540517,2649007,2846077,3218301,3281889,3716550,4953039,5158840,5784231,5641706,5932109,5920841,6334330,6591216,6566931,6886075,6757877,7117067,7243314,6615704,6672936
OH,Circleville,0,0,29,19968,60490,63803,69859,75000,77765,90362,110462,161641,214789,219151,253388,252547,266190,259636,270021,279849,305097,347427,352680,393235,470903,482678,540698,525674,548528,540444,571991,591846,588276,618133,608308,639639,648579,591271,596165
OH,Cleveland,0,0,3416,40437,101645,162653,305127,440857,504085,594520,894412,1782394,2507768,2593310,3061612,3191256,3504661,3468919,3615793,3739151,3937340,4453968,4681447,5869330,7796820,7421693,8286431,8088811,8582659,8592519,9142184,9509498,9506667,10008587,9854943,10403168,10610237,9702291,9825056
OH,Clinton,0,0,20,575,1174,1561,3050,5850,8243,12860,25903,56748,84915,91615,107748,108118,115858,113610,119604,128979,151264,177682,184683,212081,265971,284150,318905,309534,323104,318867,338177,351693,351943,369836,362805,383375,390347,355972,359381
OH,Columbia,0,0,39,1408,4511,7688,12771,19630,23516,38618,74478,183190,268323,278489,325392,329612,353993,347818,361962,386433,464318,562629,592165,690761,855229,866631,973604,946481,987577,975252,1034834,1084558,1088179,1144444,1125085,1183910,1200793,1092960,1099669
OH,Columbus,0,0,1639,37337,134783,220354,405598,602906,748679,941526,1302083,2195496,2974393,3048522,3557384,3647371,3924059,3857305,4022571,4173423,4444154,5014306,5138552,5844199,7737099,7943898,8905222,8692013,9191753,9210054,9830142,10194323,10131923,10635864,10429227,10978028,11159421,10183186,10275561
OH,Cookeville,0,0,0,572,2480,3056,4680,7401,14903,27415,57728,89806,111768,109985,124935,125819,133214,130013,134636,137450,142276,161795,173274,200662,233806,234344,261385,253629,263517,258366,270760,276391,273476,286735,280926,295541,301595,275778,278358
OH,Coshocton,0,0,47,419,703,1641,4550,6231,6815,9110,19863,42156,60468,63056,76547,77543,82429,80593,84186,88006,104839,142932,158081,182059,213688,219154,245770,238677,248607,246229,261366,275489,279243,294218,288966,302863,307522,280501,282671
OH,Dallas,0,0,0,131,331,511,1183,2237,2903,5624,14827,30727,42498,43519,50691,50520,53880,52905,55384,59003,69058,84457,91169,106025,123669,127400,142450,138327,143871,141117,150082,155743,155203,162365,159506,168036,170626,154856,155937
OH,Dayton,0,0,185,5713,14932,32627,86533,146459,215357,301673,500888,924676,1268940,1292948,1487009,1496875,1603571,1574497,1644812,1744052,1939490,2250415,2320651,2607246,3304157,3495641,3918364,3806173,3976843,3941147,4228530,4431531,4421969,4645367,4563774,4819314,4927262,4505361,4554619
OH,Decatur,0,0,0,72,152,182,413,1025,1386,2141,5434,16326,23897,26615,31907,31895,33691,32911,34395,35855,45687,58105,60655,70528,84489,88856,101046,97995,101983,101936,109147,112899,112771,118893,117867,124488,126132,114587,115646
OH,Defiance,0,0,37,389,830,1192,2322,5191,7958,13645,31889,69013,97123,100731,117678,120093,131308,129511,135070,142775,158463,187093,204903,237992,277126,281663,315519,306401,318854,313446,329759,341895,343928,361158,354657,372873,378661,344973,347606
OH,Detroit,0,0,30,1902,6434,9461,12377,18647,26180,39085,80058,151938,206913,214388,250061,255762,276004,273691,285708,300702,342829,415835,441770,516348,641657,640112,714733,694048,726670,720740,762510,788056,790695,831197,818304,860708,872742,793618,801088
OH,Eaton,0,0,2,493,910,1389,3111,7821,12164,17814,36003,70925,94901,96391,110794,110996,118092,115539,121341,127407,143781,173202,179614,204989,245593,259153,292385,283679,294535,289602,308693,321471,321198,336675,329976,346920,354249,323892,326665
OH,Eldersburg,0,0,33,405,779,1169,2395,3606,4259,5882,11101,26758,44374,48843,56985,56592,59628,59024,61837,65348,74954,90982,98836,121749,146734,145727,162688,157694,164256,161614,171418,177581,177103,185798,182058,191551,193730,176101,177549
OH,Elizabeth,0,0,29,362,1079,1950,4099,8951,13817,21866,44538,91244,131556,138457,163194,166680,178205,175182,182369,189558,211301,249361,267390,311181,400001,427641,481814,469219,494969,493714,526506,547890,547825,578186,567887,596881,606267,553776,559057
OH,Elizabethtown,0,0,0,350,1035,2755,4074,5732,7321,9756,20980,45938,62677,66323,77976,79001,84281,82528,86216,89131,102067,125546,136379,160132,189189,195146,218636,212336,221434,217668,230134,238815,240659,253886,248730,262650,267018,244160,247569
OH,Fayetteville,0,0,16,1534,3503,3564,4887,6594,7324,10053,26187,72617,112009,122598,149946,151852,161445,159235,165648,171723,202855,246862,251513,276253,323558,338381,381809,370349,385000,379479,405919,424398,426525,449484,441091,461855,468873,429958,434381
OH,Fort Wayne,0,0,15,1756,5115,7261,13251,27182,39680,59954,115501,218008,291450,296071,337641,338700,363126,357023,371829,384210,410687,483103,524669,615994,739282,759985,848468,823455,857648,843873,892498,923576,921491,969479,952162,1008124,1029954,941421,952398
OH,Fremont,0,0,17,392,1718,3091,6283,13326,16481,21055,37212,85804,128027,130025,150687,154332,166600,163193,169414,177629,197593,236289,256597,305372,381525,385293,429574,417031,435196,429525,455292,475541,476942,503972,495081,522441,534114,487588,493819
OH,Gallipolis,0,0,11,153,204,275,884,2855,5204,8274,16528,41094,58437,60074,69976,69786,73412,72121,75968,82934,98796,125355,133720,152548,182434,200259,230737,224665,235077,236916,256872,275650,284831,300040,293479,307335,313706,288953,294019
OH,Green Bay,0,0,3,209,632,1181,2159,4983,7844,11029,22837,56518,90182,100116,116981,115704,122882,120572,125948,134335,159185,193218,203582,234307,287144,307687,345918,335506,349045,343887,365773,382686,385905,405814,398259,420734,428486,392682,396796
OH,Greenville,0,0,40,1538,3587,6411,8209,14382,21891,32958,54296,109664,140243,138577,157714,157528,166452,162422,168492,173747,192496,232067,240832,273259,326858,341785,382724,371391,385879,378409,401581,420608,418537,439210,430165,452758,460689,419732,423059
OH,Gulfport,0,0,0,40,252,322,446,798,1528,2381,4694,15117,25825,27097,31583,31579,34006,34156,35583,37211,43684,54732,58647,70120,85701,88795,99484,96895,101245,100000,106845,110881,114524,121463,119119,124910,126358,114801,116265
OH,Hillsboro,0,0,9,203,469,1029,2126,5188,6394,11476,24851,52612,79354,88249,103652,103988,110326,107779,112578,121575,153088,181969,191333,219974,274823,292851,328289,318099,331184,325696,348477,366933,370601,389566,381647,401413,409683,374958,378217
OH,Holland,0,0,6,588,1981,3478,7174,12654,13869,17060,28822,58110,85635,87910,102537,106494,114298,111881,116111,119814,127545,147659,158073,185087,230268,231035,261253,254134,267578,267122,283812,295320,294421,311038,306209,323643,330380,301216,304387
OH,Huntsville,0,0,30,898,3195,5124,7389,16486,23001,31074,41159,75902,103951,107004,124083,126151,135943,133140,138328,143165,157641,180833,186862,209660,258264,266500,298568,290165,302881,298772,315574,325115,324402,340041,332676,348870,354413,322861,325208
OH,Indianapolis,0,0,49,28009,76883,81117,86044,91505,91592,102946,125278,186083,224649,219233,251144,250551,265199,259114,269043,280114,310120,363101,377958,435039,530353,547004,613552,595750,623634,616594,654211,679692,679808,713217,698508,734509,747522,681507,687081
OH,Kansas City,0,0,0,76,292,474,1178,3136,6447,12322,23023,53638,77436,79148,91279,91997,97268,95292,99323,103804,120588,152204,164805,187603,224380,241058,274860,267422,279225,277307,298438,317034,325347,342562,335257,350497,357222,327929,331486
OH,Kendallville,0,0,0,68,158,192,436,583,783,3451,13610,26664,35741,35332,40276,39726,41543,40733,42477,43751,48351,60186,63454,70850,85425,88074,99087,96179,99906,98665,105462,110287,110278,116378,113604,118266,119664,109072,109540
OH,Kent,0,0,148,4591,8913,10825,16824,24398,30828,46760,83864,183653,269868,294015,352780,368918,401613,396914,413643,431027,467735,544636,584474,723109,951648,937342,1053351,1026191,1087656,1088222,1153998,1196161,1196508,1264042,1248345,1315893,1338851,1226360,1242975
OH,Knoxville,0,0,20,319,660,948,2464,6725,8139,11131,27629,67069,102527,109057,127441,130975,139779,137046,142433,153847,188715,232926,249276,286581,349406,361306,406115,395120,413931,410823,438486,459171,462666,486985,477799,500442,505505,460218,463463
OH,Las Vegas,0,0,33,699,4538,15193,27121,38654,49646,71552,125439,234434,321420,333351,391709,406651,436144,426800,443359,460505,514930,603141,627503,727747,912302,964580,1081500,1048864,1093082,1080227,1149210,1198335,1199575,1262786,1239317,1302555,1327462,1209864,1221501
OH,Lexington,0,0,7,275,887,1314,1835,4331,6540,12098,22135,44257,68284,72666,84249,83204,87698,85607,89098,92948,107078,129577,138131,162055,202174,214812,240573,233546,243508,240121,254065,263302,262248,274246,268069,281672,287174,261665,263548
OH,Logan,0,0,0,144,1366,2190,2766,3857,4656,5973,14348,34408,49733,52745,61651,62718,67106,66024,68636,72301,84909,107628,114453,134863,168835,179463,204462,200314,209004,206286,219520,230403,237345,251320,246816,259023,262922,239880,242382
OH,Lorain,0,0,555,7196,18183,24300,38799,58389,66864,81407,147626,361848,550409,592653,699694,720986,780237,769049,801502,836826,913316,1077798,1159346,1433241,1892609,1839542,2055399,2000823,2125670,2134899,2276597,2382368,2393196,2535503,2505521,2651791,2710748,2482460,2519170
OH,Louisville,0,0,30,771,1768,2137,4187,7541,9363,13416,26486,80605,122348,127810,152125,158479,172624,170107,176955,184919,213269,259856,273481,313445,389680,403814,453913,441401,462864,460927,491437,514175,517691,546833,536882,564134,572662,522080,527013
OH,Martins Ferry,0,0,69,1907,9374,14284,17627,19839,21103,23824,39216,79809,119386,132495,159119,167653,185031,184421,191966,201685,232415,279602,295911,336879,407867,429034,483308,470487,491088,487234,516482,534937,534421,561892,548846,575889,584892,533562,539363
OH,McArthur,0,0,0,14,442,641,753,1032,1297,2607,5532,12664,19909,21113,24052,24283,26052,25669,26932,28883,38595,49509,52872,60845,73440,79438,89729,87141,90576,89351,95436,100408,102320,107831,105184,110231,112292,102744,103626
