State,CITY,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
IL,Troy,0,0,0,28,31,49,234,1180,3066,7771,23426,37652,47513,46609,53199,52748,55515,54484,59549,68562,75077,81634,82730,100612,131239,138149,155206,150957,156655,152607,157697,157697,170284,177621,176309,185386,185814,167832,167832
IL,Van Buren,0,0,2,169,326,452,711,1354,8558,18195,26606,42915,54060,55168,62829,62567,65772,64319,66962,77164,88578,102068,103577,114928,144629,169376,191241,185950,193962,189324,195641,195641,218499,229514,224934,234640,234949,212212,212212
IL,Versailles,0,0,39,276,487,806,1730,5838,10960,16848,38013,73104,97729,100001,118143,129977,146996,144801,151754,157722,164318,177964,182607,212927,273901,283953,319460,312030,328848,324930,335792,335792,352884,368285,360999,378788,379719,342972,342972
IL,Wabash,0,0,0,33,38,444,737,1994,4048,6201,12017,26646,36003,36010,40704,40188,41734,40695,44234,51076,58279,66837,66350,72176,91734,103574,114793,111398,115795,113094,116870,116870,131013,137552,134762,142219,143034,129238,129248
IL,Watseka,0,0,9,347,3125,4240,5802,8481,10181,13669,35421,64649,78889,76673,87044,86778,93741,93942,99904,106858,116115,129686,133312,156785,193754,196595,220939,215703,226757,222685,230113,230113,244183,257422,253226,265260,265701,240655,240800
IL,Weirton,0,0,0,71,376,533,685,2638,5419,8546,21456,35909,45539,45868,52313,51602,54657,54118,58210,65849,74802,84314,87472,99983,114764,119705,135280,131458,137319,134599,139097,139097,149222,156284,153046,160054,160394,144872,144872
IN,Asheboro,0,0,6,294,911,1941,2609,4347,7081,11295,29185,52514,64824,63647,71909,71700,76164,74625,77574,81088,91316,106462,111342,131441,155114,163328,183722,178050,183985,178050,183985,183985,178050,183985,178050,183985,183985,166180,166180
IN,Atlanta,0,0,4,211,1260,1703,2764,5520,6811,10088,20150,36980,48662,48851,56624,57168,60794,60541,64165,68207,79289,94591,102178,117718,132440,134763,151867,147420,152334,147420,152334,152334,147420,152334,147420,152334,152334,137592,137592
IN,Atoka,0,0,25,337,667,826,1485,4774,6485,8306,13731,27294,39213,40284,47496,48284,50749,49949,52784,56640,61714,69809,71756,80954,95179,97458,109113,105840,109368,105840,109368,109368,105840,109368,105840,109368,109368,98784,98784
IN,Attica,0,0,4,153,504,715,1287,2387,3405,7767,18489,38938,54276,55186,63216,62551,66322,65969,71822,77919,91073,102913,106252,123407,143784,147766,166817,162120,167524,162120,167524,167524,162120,167524,162120,167524,167524,151312,151312
IN,Bainbridge,0,0,224,4248,6683,7084,8192,11140,14061,16308,31432,57284,75157,75894,86378,85322,90336,88616,91983,98293,113574,129072,132759,152916,181647,194604,218644,211830,218891,211830,218891,218891,211830,218891,211830,218891,218891,197708,197708
IN,Batesville,0,0,128,2274,3213,3298,4522,6792,8177,12613,29836,64635,88600,89652,102051,100222,105714,104015,108597,114765,131059,152446,158102,183119,217114,228626,256365,248490,256773,248490,256773,256773,248490,256773,248490,256773,256773,231924,231924
IN,Bluffton,0,0,19,115,501,1609,2834,5589,7663,12556,28989,53486,69917,70562,83273,86204,91358,89259,93828,100037,112906,129890,135228,158354,180104,180613,201995,195690,202213,195690,202213,202213,195690,202213,195690,202213,202213,182644,182644
IN,Boonville,0,0,38,1439,4315,5275,9757,19585,31683,55961,84261,136262,194882,203170,232738,230419,241723,235694,247282,272420,310799,346603,350068,395570,495927,556018,626804,607440,627688,607440,627688,627688,607440,627688,607440,627688,627688,566944,566944
IN,Bowling Green,0,0,7,162,368,406,501,868,1190,2163,5643,12564,20013,20562,23759,23795,25535,25165,27053,29085,33310,37218,38306,45013,53170,56823,64391,62670,64759,62670,64759,64759,62670,64759,62670,64759,64759,58492,58492
IN,Bright,0,0,54,1830,4734,5468,9563,16318,18752,27248,51913,98897,139709,148235,172058,170671,180819,176995,184966,195939,220547,252278,257126,289993,349603,370019,415766,402930,416361,402930,416361,416361,402930,416361,402930,416361,416361,376068,376068
IN,Cincinnati,0,0,606,15199,30886,39247,58077,97163,136435,181371,313981,610560,862387,877899,1017806,1031138,1110324,1096934,1147886,1206286,1288297,1424463,1452769,1670396,2147431,2250301,2528575,2452950,2534715,2452950,2534715,2534715,2452950,2534715,2452950,2534715,2534715,2289420,2289420
IN,Clinton,0,0,8,610,4522,8154,9985,16421,21323,31278,58952,113535,155638,153003,174771,174854,185853,184506,195388,209244,224658,254407,262528,295706,352399,365508,410393,397710,410967,397710,410967,410967,397710,410967,397710,410967,410967,371196,371196
IN,Columbia,0,0,221,5743,16736,25383,35945,52312,65548,85348,140395,283204,403885,416390,480687,485000,519530,517529,547890,587585,650692,726578,751945,865249,1060764,1117498,1255439,1217640,1258228,1217640,1258228,1258228,1217640,1258228,1217640,1258228,1258228,1136464,1136464
IN,Columbia City,0,0,5,365,873,1870,3487,5306,7386,12620,30720,63946,89552,94700,110567,113097,123404,121723,127662,136673,153024,173078,182239,215683,259193,267673,298773,289470,299119,289470,299119,299119,289470,299119,289470,299119,299119,270172,270172
IN,Columbus,0,0,266,5927,15569,20153,23956,35620,43371,53701,91285,176859,237165,246140,286320,286395,304095,297111,309039,328414,375059,436321,451276,522252,649955,708164,796316,771900,797630,771900,797630,797630,771900,797630,771900,797630,797630,720440,720440
IN,Cookeville,0,0,33,1196,3310,4584,5761,10572,15392,21736,31816,61672,87111,89720,105566,105862,112808,111881,117962,131044,155889,177999,183831,208444,246188,256188,288314,279690,289013,279690,289013,289013,279690,289013,279690,289013,289013,261044,261044
IN,Corning,0,0,3,411,1999,3111,4701,7040,10384,17387,34711,66785,93230,92713,106823,109248,120868,119875,126127,133541,145044,170404,184153,219281,258078,266582,298088,288690,298313,288690,298313,298313,288690,298313,288690,298313,298313,269444,269444
IN,Covington,0,0,4,731,2131,2575,3141,3847,4864,6433,13442,22884,27573,26981,30465,31016,33791,34085,37481,39152,41711,48343,51369,59808,70096,70483,79174,76830,79391,76830,79391,79391,76830,79391,76830,79391,79391,71708,71708
IN,Davenport,0,0,12,616,2799,4232,5783,8806,10587,15490,25426,50687,66655,68288,78838,78226,82922,81142,85428,96517,116832,134534,139065,160880,195627,215175,243430,235920,243784,235920,243784,243784,235920,243784,235920,243784,243784,220192,220192
IN,Dayton,0,0,29,733,5184,7948,9439,11512,14679,17672,33354,71367,101726,104842,123417,124870,132013,130781,139816,150459,168851,191635,199123,233574,277391,293221,329932,319950,330615,319950,330615,330615,319950,330615,319950,330615,330615,298620,298620
IN,DeKalb,0,0,7,276,807,3200,5503,8090,12688,20428,42297,79700,103737,104884,121492,122611,133452,131805,139163,149835,167050,193083,210205,258203,305258,313767,350896,340260,351602,340260,351602,351602,340260,351602,340260,351602,351602,317576,317576
IN,Decatur,0,0,121,3067,7009,8960,11084,15781,20442,27927,50629,107870,157807,166279,192370,191952,205221,202780,212906,228083,258487,290549,296948,339757,425783,453981,509557,494040,510508,494040,510508,510508,494040,510508,494040,510508,510508,461104,461104
IN,Detroit,0,0,5,625,1820,3073,5989,15187,31533,46950,86790,150597,193666,193107,219917,217958,230913,226139,235252,248016,296366,346338,357061,402747,494243,529084,594434,575940,595138,575940,595138,595138,575940,595138,575940,595138,595138,537544,537544
IN,Eldersburg,0,0,6,216,2311,3002,3603,6571,8012,9731,16957,33235,46926,48354,55334,55529,58986,58099,60698,65619,71473,80009,83662,97270,113843,116718,130675,126660,130882,126660,130882,130882,126660,130882,126660,130882,130882,118216,118216
IN,Elizabeth,0,0,0,146,244,350,541,1568,2932,3874,7319,12939,19269,19192,22039,21761,23033,22672,23589,24976,28615,33643,34389,41522,51318,56407,63386,61380,63426,61380,63426,63426,61380,63426,61380,63426,63426,57288,57288
IN,Elkhart,0,0,89,3879,21469,66190,118337,158404,187716,256363,432983,650756,744015,704659,803084,817578,894276,883772,921035,945389,987228,1103288,1139943,1298853,1489989,1501773,1676740,1624500,1678650,1624500,1678650,1678650,1624500,1678650,1624500,1678650,1678650,1516200,1516200
IN,Evansville,0,0,80,2187,6418,9996,30197,66542,95003,163433,252055,405936,567106,583091,666657,660578,693478,676701,711545,779639,885768,988908,999874,1116531,1412261,1573726,1771856,1717440,1774688,1717440,1774688,1774688,1717440,1774688,1717440,1774688,1774688,1602944,1602944
IN,Fargo,0,0,1,6462,46838,48267,51775,56202,57589,67523,82555,115560,144660,146798,171874,170483,181765,180126,188276,195577,210555,231471,233539,263912,305393,317881,360406,349620,361274,349620,361274,361274,349620,361274,349620,361274,361274,326312,326312
IN,Fayetteville,0,0,36,817,1499,1720,2341,4991,7523,10531,18018,36101,53547,56910,67068,68995,74883,73551,77474,84061,96438,109266,111768,125743,149970,164312,185414,179700,185690,179700,185690,185690,179700,185690,179700,185690,185690,167720,167720
IN,Fort Wayne,0,0,181,7171,31289,65883,94988,131941,172716,238573,432575,759585,975335,979641,1141015,1169477,1268037,1250830,1314876,1415144,1565644,1770548,1862797,2193186,2747894,2867496,3210001,3111360,3215072,3111360,3215072,3215072,3111360,3215072,3111360,3215072,3215072,2903936,2903936
IN,Green Bay,0,0,17,340,865,1072,1564,2427,2871,3952,7864,17530,26076,26075,29716,29812,31750,31198,32648,34948,39282,44592,48666,57987,68989,71569,80067,77580,80166,77580,80166,80166,77580,80166,77580,80166,80166,72408,72408
IN,Gulfport,0,0,66,2193,5169,5975,7113,11869,16352,22386,35595,66319,100009,108309,127434,128100,135311,132255,138739,151768,175622,198672,201437,225811,269925,294722,333989,324180,334986,324180,334986,334986,324180,334986,324180,334986,334986,302568,302568
IN,Hartford City,0,0,0,153,482,916,1326,2060,3264,6134,12796,24319,32904,33539,38975,40150,42218,41159,42914,44502,49295,58475,62563,72593,83106,85863,96713,93660,96782,93660,96782,96782,93660,96782,93660,96782,96782,87416,87416
IN,Huntington,0,0,6,177,571,1567,2990,4254,6289,11472,28275,61851,86747,92087,110879,113027,122176,120814,127029,149298,175639,195966,208789,251439,302560,317206,355803,344790,356283,344790,356283,356283,344790,356283,344790,356283,356283,321804,321804
IN,Huntsville,0,0,126,7776,16372,18454,21876,33411,46080,68733,121613,230321,322247,324674,369966,369574,395377,394529,415556,449365,506187,574046,596080,691621,861770,900995,1010786,979950,1012615,979950,1012615,1012615,979950,1012615,979950,1012615,1012615,914620,914620
IN,Indianapolis,0,0,4737,99486,249004,320583,390657,515613,610136,756018,1085844,1861725,2491427,2497299,2861412,2885226,3121099,3097410,3244507,3443748,3752938,4167378,4210730,4716230,6058164,6212734,6958146,6748710,6973667,6748710,6973667,6973667,6748710,6973667,6748710,6973667,6973667,6298796,6298796
IN,Jasper,0,0,14,379,3322,7128,12304,22900,27670,39959,62444,111735,164763,162790,185268,182299,191151,186411,193767,203618,224868,253603,255989,281771,333641,354517,398011,385710,398567,385710,398567,398567,385710,398567,385710,398567,398567,359996,359996
IN,Joplin,0,0,34,607,1416,2583,4617,8264,11114,16742,35347,65308,85964,86507,100474,104131,115131,116127,123122,128465,139511,161651,172317,202637,246810,248829,278712,270450,279465,270450,279465,279465,270450,279465,270450,279465,279465,252420,252420
IN,Kansas City,0,0,40,2238,9203,12608,15333,19287,22051,31815,53347,100925,127514,127596,145864,147553,156088,152627,158986,169200,191303,214315,218036,253173,313538,343506,387391,375390,387903,375390,387903,387903,375390,387903,375390,387903,387903,350364,350364
IN,Kendallville,0,0,27,875,4649,10145,16652,22355,26137,33970,61579,108226,140808,139836,160479,161711,175319,174035,183312,195109,216010,245037,258265,302679,352386,361489,404405,391920,404984,391920,404984,404984,391920,404984,391920,404984,404984,365792,365792
IN,Kennewick,0,0,0,87,588,1139,1608,2128,2555,3141,7245,19214,25775,25328,28847,28813,30650,30466,33532,35854,41465,46385,47098,54921,65754,68179,76583,74250,76725,74250,76725,76725,74250,76725,74250,76725,76725,69300,69300
IN,Kingsport,0,0,9,225,781,1210,1756,5715,9741,12734,21829,43907,57643,56243,63565,62417,65809,64378,67734,73902,88361,101249,101794,112279,133539,145085,163264,158280,163556,158280,163556,163556,158280,163556,158280,163556,163556,147728,147728
IN,Knox,0,0,8,274,792,1596,3722,5700,7183,11591,22879,41146,52710,51598,59364,60853,67870,68277,71203,74138,81109,96378,100822,117050,133708,130642,146569,142380,147126,142380,147126,147126,142380,147126,142380,147126,147126,132888,132888
IN,Knoxville,0,0,6,425,697,1207,2565,6630,13495,21400,43713,78666,99866,98570,111234,109654,115645,112953,119270,135687,160082,192248,200033,224823,269948,294627,332376,322230,332971,322230,332971,332971,322230,332971,322230,332971,332971,300748,300748
IN,Lafayette,0,0,82,1592,8780,15070,25896,41114,62164,106096,204674,392646,530471,541882,634527,649614,696860,685981,720464,757305,792161,858670,875549,1005072,1283243,1373099,1542995,1497510,1547427,1497510,1547427,1547427,1497510,1547427,1497510,1547427,1547427,1397676,1397676
IN,Lagrange,0,0,8,402,1503,8507,15347,17695,18841,23393,36193,56880,68834,66910,75799,75957,83243,82008,85657,88090,93540,109088,118745,139497,159225,162528,181186,175470,181319,175470,181319,181319,175470,181319,175470,181319,181319,163772,163772
IN,Las Vegas,0,0,151,4460,12667,17134,23886,43550,61427,85632,129992,218424,311313,326331,379255,379983,404065,396577,415245,454147,509308,570316,582956,648519,778611,846929,960287,931800,962860,931800,962860,962860,931800,962860,931800,962860,962860,869680,869680
IN,Lexington,0,0,42,606,1443,2525,3576,7703,15044,21939,41668,63486,78385,78136,89016,87165,91495,89464,92838,96738,112261,128675,130372,154831,180197,189088,212686,206130,213001,206130,213001,213001,206130,213001,206130,213001,213001,192388,192388
IN,Little Rock,0,0,0,132,1096,1576,2071,2649,3336,4448,9601,21109,29049,29082,33819,33962,36391,36121,37927,40228,46900,55915,59096,68998,82086,84348,94995,92100,95170,92100,95170,95170,92100,95170,92100,95170,95170,85960,85960
IN,Louisville,0,0,1,449,1134,1618,3317,5546,7034,10054,25715,54954,76809,80467,92389,93475,102694,100697,105229,117589,136065,156362,162729,195501,237040,257847,289592,280470,289819,280470,289819,289819,280470,289819,280470,289819,289819,261772,261772
IN,Marion,0,0,49,1797,5166,7744,11492,19023,34884,48454,77025,141397,189734,188603,215242,216099,232513,229312,239598,252661,276781,318922,342373,405317,473728,488575,547368,530520,548204,530520,548204,548204,530520,548204,530520,548204,548204,495152,495152
IN,Marshalltown,0,0,12,533,1532,8826,18517,25223,28953,39500,73294,124091,151583,149349,171089,172834,188753,186376,195402,202665,215350,242055,255847,298245,341595,341543,381545,369840,382168,369840,382168,382168,369840,382168,369840,382168,382168,345184,345184
IN,McDonough,0,0,4,696,3477,6073,9467,14796,22027,35695,62304,108490,150588,149769,169743,167488,179164,177167,184226,195759,221525,251984,260583,298012,349139,357188,401435,389370,402349,389370,402349,402349,389370,402349,389370,402349,402349,363412,363412
IN,Memphis,0,0,69,2932,8852,12097,14291,20515,33780,40166,62187,110021,148733,151826,174133,172367,183447,179910,188199,197985,220540,251521,261490,307709,380004,405492,454382,440310,454987,440310,454987,454987,440310,454987,440310,454987,454987,410956,410956
IN,Michigan City,0,0,46,2787,10739,14282,20484,30975,40129,63213,113916,197012,267367,268867,309263,327443,372904,372121,388015,400257,419693,465296,484636,562207,695903,701825,786004,762630,788051,762630,788051,788051,762630,788051,762630,788051,788051,711788,711788
IN,Moorhead,0,0,3,386,966,1662,2186,5011,8317,12607,27028,50863,65862,66001,75599,75714,80876,79780,84282,94105,112263,129548,133014,149905,180925,188773,211386,204780,211606,204780,211606,211606,204780,211606,204780,211606,211606,191128,191128
IN,Mount Vernon,0,0,12,194,472,642,2732,5757,8455,19267,31897,49855,69987,71532,81666,80531,84278,82123,86373,94244,105208,115848,117118,132057,162936,179766,202143,195840,202368,195840,202368,202368,195840,202368,195840,202368,202368,182784,182784
IN,Muncie,0,0,89,2628,8596,12117,15442,25407,52173,82859,127483,205565,269040,271420,309810,309782,333340,328883,343293,361684,407171,462650,474384,547097,648083,678456,766938,744150,768955,744150,768955,768955,744150,768955,744150,768955,768955,694540,694540
IN,New Castle,0,0,40,2008,4020,5582,8305,11645,14885,23527,44988,82246,116102,115171,130955,129892,142062,142075,150476,170410,203010,228665,232113,261241,305483,325617,366409,355200,367040,355200,367040,367040,355200,367040,355200,367040,367040,331520,331520
IN,North Vernon,0,0,73,1649,3374,4420,5697,7349,9095,11138,20442,44153,58867,59127,68114,67534,71699,70599,73533,81856,101640,118846,125536,147869,177637,191308,215127,208380,215326,208380,215326,215326,208380,215326,208380,215326,215326,194488,194488
IN,Orlando,0,0,7,848,3626,3958,4472,6000,8233,11372,17510,30736,46061,47588,53530,53186,57364,56514,59054,66803,80844,90042,93593,108031,128423,138583,155879,151050,156085,151050,156085,156085,151050,156085,151050,156085,156085,140980,140980
IN,Overland Park,0,0,501,10586,28626,35169,43560,57171,67203,91205,155671,307793,441909,450887,519010,525057,561171,554392,580573,621417,692397,771223,789082,899569,1128753,1171230,1310041,1269270,1311579,1269270,1311579,1311579,1269270,1311579,1269270,1311579,1311579,1184652,1184652
IN,Owensboro,0,0,0,667,2037,3597,5240,10480,18130,25312,39207,62948,79669,79100,88920,86823,92374,90912,95409,101802,119731,141917,145802,163675,194289,206163,231267,224070,231539,224070,231539,231539,224070,231539,224070,231539,231539,209132,209132
IN,Palm City,0,0,0,124,246,523,941,1922,4441,5901,8854,15182,21527,22195,25094,24882,27709,27466,28660,30656,36998,42570,44018,48664,56618,59899,66996,64920,67084,64920,67084,67084,64920,67084,64920,67084,67084,60592,60592
IN,Perryville,0,0,0,117,608,2409,4649,5897,6485,9543,21803,32423,44772,47834,54663,54256,57379,56342,58735,64524,73473,82119,82738,94986,115507,127937,144303,139950,144615,139950,144615,144615,139950,144615,139950,144615,144615,130620,130620
IN,Plainfield,0,0,357,11734,30960,38239,47092,62628,78357,97898,150240,290537,421871,434692,500716,503765,538203,530475,557408,591813,650912,733369,749577,855120,1071243,1126438,1262032,1222740,1263498,1222740,1263498,1263498,1222740,1263498,1222740,1263498,1263498,1141224,1141224
IN,Portage,0,0,75,4184,11954,18038,27489,44660,59574,90313,194723,343195,441612,438294,505245,525360,586179,580137,605194,621379,640334,704122,722117,839978,1032429,1028336,1159774,1127670,1165259,1127670,1165259,1165259,1127670,1165259,1127670,1165259,1165259,1052492,1052492
IN,Portland,0,0,0,208,936,1833,2225,3188,4985,8870,22658,42386,50482,49559,56272,56012,61154,60577,63122,66602,74749,86761,91984,109405,126038,133689,150255,145530,150381,145530,150381,150381,145530,150381,145530,150381,150381,135828,135828
IN,Princeton,0,0,26,141,316,737,4139,7863,12802,24584,44721,81368,108625,111071,127747,128327,135785,133453,141504,154952,179232,201516,204791,230206,283760,319641,360095,348930,360561,348930,360561,360561,348930,360561,348930,360561,360561,325668,325668
IN,Rochester,0,0,121,2676,4589,5894,13314,25881,61385,96578,136592,219364,278197,282080,328356,340840,370227,365327,385139,404510,425477,468703,477605,536191,677271,753409,853257,828870,856499,828870,856499,856499,828870,856499,828870,856499,856499,773612,773612
IN,Rockville,0,0,0,215,486,592,935,1966,2894,6447,13618,30915,39758,38646,44107,43614,45876,45124,47584,53105,63635,71613,72554,80666,95404,99745,111778,108150,111755,108150,111755,111755,108150,111755,108150,111755,111755,100940,100940
IN,Rome,0,0,117,3414,8312,10116,14523,27354,37643,52430,80310,134437,186990,196487,227112,226266,238379,233710,246037,267875,303127,340837,347088,386410,473652,515395,584738,567390,586303,567390,586303,586303,567390,586303,567390,586303,586303,529564,529564
IN,Round Lake Beach,0,0,572,28230,86309,126821,183701,250798,300939,398479,681130,1097788,1359500,1334082,1526765,1543260,1679611,1668227,1758362,1809505,1870854,2042472,2076015,2380407,3009622,2937407,3282064,3184620,3290774,3184620,3290774,3290774,3184620,3290774,3184620,3290774,3290774,2972312,2972312
IN,Rushville,0,0,17,538,1248,1519,2002,3412,5690,7603,14732,29879,46868,47098,53550,52993,56015,54759,56954,59890,68644,81848,86931,103802,125190,134798,151904,147180,152086,147180,152086,152086,147180,152086,147180,152086,152086,137368,137368
IN,Santa Claus,0,0,0,94,331,721,2236,4298,6161,11246,20553,37100,55547,59282,68886,68310,72121,70319,73288,79874,92916,104258,104659,117175,136243,143445,161647,156630,161851,156630,161851,161851,156630,161851,156630,161851,161851,146188,146188
IN,Searcy,0,0,6,335,5226,7331,9036,12087,14118,17345,30072,59349,81345,81301,93134,92241,98356,99040,104653,108598,114920,128271,134273,156144,184576,187750,211653,205590,212443,205590,212443,212443,205590,212443,205590,212443,212443,191884,191884
IN,South Bend,0,0,275,9464,29483,46831,73216,122867,176952,263685,426999,677651,820902,811201,962866,1013724,1119398,1109282,1153621,1185203,1235363,1362414,1405983,1625750,1935602,1950357,2182647,2116590,2187143,2116590,2187143,2187143,2116590,2187143,2116590,2187143,2187143,1975484,1975484
IN,Spencer,0,0,59,569,872,1143,1767,3448,4869,6088,13879,32153,48597,50451,57700,57521,62794,63451,67765,74000,82870,95925,100137,115487,146267,160029,180374,175050,180885,175050,180885,180885,175050,180885,175050,180885,180885,163380,163380
IN,Springfield,0,0,4,885,4539,5362,6324,8939,12192,15818,25940,49130,70805,72035,82372,81240,87110,86111,90407,97642,112343,130310,134409,153280,182731,196929,222887,216150,223355,216150,223355,223355,216150,223355,216150,223355,223355,201740,201740
IN,Terre Haute,0,0,44,1298,3385,6015,9068,25966,50114,74685,142548,250001,320661,318328,366316,365333,387236,378524,395580,418377,466857,534842,547778,615756,759817,795935,892858,864960,893792,864960,893792,893792,864960,893792,864960,893792,893792,807296,807296
IN,Thornton,0,0,23,148,306,891,1766,5241,12879,22550,46954,80124,98571,96245,111945,111163,116520,113587,118615,127878,140182,157248,164425,186303,210991,211016,235477,228060,235662,228060,235662,235662,228060,235662,228060,235662,235662,212856,212856
IN,Troy,0,0,16,906,4117,5115,6939,11030,16089,26744,51045,95759,129484,133096,152365,150898,160969,159546,168330,183607,216268,251797,258043,295491,341875,357508,401933,389670,402659,389670,402659,402659,389670,402659,389670,402659,402659,363692,363692
IN,Van Buren,0,0,4,338,658,796,1086,1576,2790,4421,7231,15022,22776,24829,29080,29232,31232,30733,32233,35035,42320,48801,49534,54740,64860,69156,78715,76440,78988,76440,78988,78988,76440,78988,76440,78988,78988,71344,71344
IN,Vevay,0,0,10,346,507,653,1006,1745,2045,2668,6055,12201,18903,20665,23544,23116,24586,24343,25640,28718,36106,41413,42138,48059,58869,63529,71491,69300,71610,69300,71610,71610,69300,71610,69300,71610,71610,64680,64680
IN,Wabash,0,0,4,314,2108,2711,3895,5648,7554,11644,35017,71845,89823,90817,104419,104075,110284,108425,113505,122514,141168,162417,172071,203231,234713,240082,269840,261540,270258,261540,270258,270258,261540,270258,261540,270258,270258,244104,244104
IN,Warsaw,0,0,14,593,1931,9554,19726,28038,35285,53020,108719,187322,239578,236085,269654,272976,293794,289119,301497,312316,334051,377262,398960,467741,540226,545704,611264,592110,611847,592110,611847,611847,592110,611847,592110,611847,611847,552636,552636
IN,Weirton,0,0,138,3775,8787,11357,15452,22170,26956,35039,61972,130029,194464,204140,234756,238625,259249,257289,269714,286896,316443,359695,369779,431320,550689,571703,639503,619710,640367,619710,640367,640367,619710,640367,619710,640367,640367,578396,578396
IN,Wheeling,0,0,8,50,322,396,829,1998,2271,3356,5876,9851,14219,14535,16837,16684,17689,17351,18014,19463,22800,26025,26529,29706,36323,39911,44714,43320,44764,43320,44764,44764,43320,44764,43320,44764,44764,40432,40432
KS,Albion,0,0,0,17,138,162,255,499,1121,1900,3536,6015,7193,6873,7928,7817,8246,8010,8291,8556,8869,10565,12634,14405,15845,15599,17366,16715,17248,16836,17634,18955,18780,19629,19163,20430,20677,18676,18676
KS,Alma,0,0,0,126,862,958,1167,1426,1957,2453,6393,11184,16677,17758,20712,20211,21145,20692,22420,24741,25659,27728,28624,34823,43321,44743,50636,49105,50941,49883,52827,54233,53854,56336,55061,58986,60357,54516,54516
KS,Anderson,0,0,0,0,23,60,486,940,1734,4110,9327,14191,21443,22177,25476,24955,25973,25416,26822,28509,30439,33787,34728,40345,53366,57913,65335,63501,66173,65469,69339,71869,71813,75688,73767,77584,78740,71120,71120
KS,Anthony,0,0,0,1,36,60,132,1312,3553,4145,7204,11622,15958,16599,18781,18506,19123,18641,19419,20359,22145,27579,28661,36488,44880,45511,51060,49509,51284,50200,52656,54088,53182,55668,54370,57940,58497,52836,52836
KS,Aquia Harbour,0,0,3,30,31,30,53,369,1432,2210,4582,7614,9747,9359,10397,10135,10598,10320,10848,11875,13880,17493,20181,25217,29765,31279,35164,34093,35321,34907,36695,38185,38583,40760,39722,41889,42377,38276,38276
KS,Arkansas City,0,0,0,34,100,1230,3122,6123,9492,14744,32008,64275,95158,103515,119796,117382,123277,120321,125822,136189,148361,169714,178327,206385,262628,278674,312529,303500,316129,308992,328148,346663,350168,367079,359426,377480,381021,344148,344148
KS,Atchison,0,0,2,135,466,761,1395,2829,7284,13991,21087,33284,42047,41945,47795,47577,50547,47952,49013,57744,64090,72563,74616,86805,109221,117586,132182,128462,133997,132302,140148,143875,141887,148469,145175,152006,153419,138572,138572
KS,Atwood,0,0,0,0,0,0,0,8,356,2662,4638,8737,10186,9688,10438,8938,9502,9979,10326,10428,10659,12514,14897,17835,19263,18834,20990,20333,21161,20683,21568,21879,21300,22149,21702,23305,23622,21336,21336
KS,Auburn,0,0,0,3,155,625,1088,1582,2364,7140,21832,38372,43157,40567,46156,45146,46916,45676,48006,51026,53139,58238,61899,72952,85628,89236,100187,96986,100543,98420,103946,108214,107591,112915,109835,115250,116002,104776,104776
KS,Bainbridge,0,0,0,0,0,0,75,156,327,1863,5368,6804,7490,7200,8118,7947,8289,8323,8676,8810,9278,10501,11789,15425,17298,16898,19037,18480,19225,18863,19755,20034,19986,21097,21133,23604,24056,21728,21728
KS,Belleville,0,0,0,94,124,139,532,1004,1267,2039,5833,14848,19547,18837,20854,19799,20538,20145,20878,21488,23870,27062,27497,30220,35448,37038,41694,40384,41955,40829,42626,43966,43530,45569,44606,47017,47647,43036,43036
KS,Burlington,0,0,38,1176,1543,1558,1799,2227,3103,4502,7368,12655,17793,19081,22241,21690,22791,22446,23669,25419,30059,35879,38669,46626,61226,65823,74690,72601,75498,73697,77561,79819,79568,83022,81428,85821,86335,77980,77980
KS,Camilla,0,0,18,62,96,120,465,859,1198,1706,4080,9945,15849,15751,17491,16830,17421,17015,17708,18266,19964,23187,25355,28192,34874,39382,44123,42710,44290,43221,45841,48010,47632,50256,49672,52892,53785,48580,48580
KS,Cedar Rapids,0,0,37,150,201,362,650,1472,2011,3230,6378,12634,19682,20559,23673,23792,25376,24821,26921,32116,38927,48281,49070,56573,72127,77380,87213,84501,87702,86359,91588,95068,95815,101639,99250,103981,104904,94752,94752
KS,Chanute,0,0,7,50,62,322,1318,2123,3792,6562,15049,29081,45264,47118,54673,53573,55927,54301,58627,66230,71047,78037,83249,99720,125511,140208,159103,154413,160233,156845,167678,172201,170275,178462,174904,184520,186341,168308,168308
KS,Cincinnati,0,0,0,26,316,850,1137,1319,1334,1770,3137,5376,6032,5572,6232,6060,6343,6279,6537,6701,7180,8331,9269,10577,12375,12871,14321,13892,14384,13941,14758,15945,15876,16541,16040,16740,16864,15232,15232
KS,Columbus,0,0,39,334,855,1525,3248,6699,9100,14919,25134,43690,64327,66646,76663,75525,79452,77570,83348,92446,101635,115318,118316,136323,180111,190327,214108,208117,217718,213740,225174,231008,227983,239246,234436,246713,249457,225316,225316
KS,Concordia,0,0,0,78,127,209,771,1251,1902,3195,12296,23401,28212,26856,30082,29280,30523,30077,31239,33097,35463,40021,45433,54506,61101,61123,68624,66500,68818,66961,71304,73963,73017,76388,74530,79695,80848,73024,73024
